otu,Genus,counts
Otu14635,Enterobacteriaceae_unclassified,3
Otu14636,Enterobacteriaceae_unclassified,3
Otu14638,Enterobacteriaceae_unclassified,2
Otu14639,Enterobacteriaceae_unclassified,3
Otu14640,Enterobacteriaceae_unclassified,3
Otu14641,Enterobacteriaceae_unclassified,3
Otu14642,Enterobacteriaceae_unclassified,3
Otu14643,Kosakonia,3
Otu14644,Enterobacteriaceae_unclassified,2
Otu14645,Enterobacteriaceae_unclassified,2
Otu14646,Enterobacteriaceae_unclassified,3
Otu14647,Enterobacteriaceae_unclassified,3
Otu14648,Enterobacter,2
Otu14649,Geofilum,3
Otu14653,Sphingobacteriaceae_unclassified,3
Otu14654,Sphingobacteriaceae_unclassified,3
Otu14660,Bacteroides,3
Otu14661,Dysgonomonas,2
Otu14663,Geofilum,3
Otu14664,Alkaliflexus,1
Otu14665,Marinilabiliaceae_unclassified,3
Otu14666,Marinilabilia,3
Otu14667,Marinilabiliaceae_unclassified,3
Otu14668,Marinilabilia,3
Otu14669,Marinilabiliaceae_unclassified,2
Otu14670,Marinilabilia,3
Otu14671,Bacteroidales_unclassified,3
Otu14672,Marinilabiliaceae_unclassified,1
Otu14673,Marinilabilia,3
Otu14675,Saprospiraceae_unclassified,3
Otu14676,Chitinophagaceae_unclassified,1
Otu14687,Marinilabilia,3
Otu14689,Terrimonas,3
Otu14692,Pedobacter,3
Otu14693,Sphingobacteriales_unclassified,1
Otu14696,Lewinella,3
Otu14697,Ferruginibacter,3
Otu14700,Acidimicrobiales_unclassified,1
Otu14701,Acidimicrobiales_unclassified,1
Otu14702,Acidimicrobiales_unclassified,1
Otu14704,Rhizobiales_unclassified,3
Otu14705,Rhizobiales_unclassified,2
Otu14706,Rhizobiales_unclassified,2
Otu14708,Rhizobiales_unclassified,1
Otu14710,Xanthobacteraceae_unclassified,3
Otu14711,Shinella,1
Otu14712,Ilumatobacter,3
Otu14713,Rhizobiaceae_unclassified,2
Otu14714,Rhizobiales_unclassified,3
Otu14718,Pleomorphomonas,1
Otu14719,Rhizobiales_unclassified,2
Otu14721,Rhizobiaceae_unclassified,2
Otu14722,Rhizobiales_unclassified,3
Otu14723,Neorhizobium,1
Otu14724,Acidimicrobiales_unclassified,2
Otu14725,Bacteroides,3
Otu14727,Tangfeifania,3
Otu14728,Bacteroidales_unclassified,3
Otu14729,Alloprevotella,3
Otu14731,Mangrovibacterium,3
Otu14732,Bacteroidales_unclassified,3
Otu14734,Bacteroidales_unclassified,1
Otu14735,Prolixibacteraceae_unclassified,3
Otu14736,Tangfeifania,3
Otu14739,Dysgonomonas,3
Otu14740,Prevotella,3
Otu14742,Acidimicrobiales_unclassified,2
Otu14744,Acidimicrobiales_unclassified,2
Otu14746,Ilumatobacter,3
Otu14749,Sediminibacterium,3
Otu14751,Sphaerobacteraceae_unclassified,3
Otu14754,Desulfopila,3
Otu14755,Desulfobacula,3
Otu14756,Gp16_unclassified,3
Otu14758,Gp16_unclassified,1
Otu14762,Sphaerobacteraceae_unclassified,1
Otu14764,Sphingobacterium,2
Otu14767,Mucilaginibacter,3
Otu14773,Pedobacter,3
Otu14775,Legionella,3
Otu14776,Legionella,3
Otu14777,Aquicella,3
Otu14780,Sphaerobacteraceae_unclassified,3
Otu14783,Sphaerobacteraceae_unclassified,3
Otu14788,Sphaerobacteraceae_unclassified,3
Otu14796,Sphaerobacteraceae_unclassified,3
Otu14797,Sphaerobacteraceae_unclassified,3
Otu14801,Rhodobacteraceae_unclassified,3
Otu14806,Gracilimonas,3
Otu14813,Gracilimonas,3
Otu14817,Pedobacter,2
Otu14823,Ferruginibacter,3
Otu14824,Saprospiraceae_unclassified,3
Otu14831,Rhodobacteraceae_unclassified,3
Otu14833,Rhodobacteraceae_unclassified,3
Otu14836,Saprospiraceae_unclassified,2
Otu14837,Methylocystaceae_unclassified,3
Otu14841,Sphingobacterium,2
Otu14842,Paracoccus,1
Otu14846,Amaricoccus,1
Otu14848,Terrimonas,2
Otu14855,Rhodobiaceae_unclassified,2
Otu14856,Pleomorphomonas,2
Otu14857,Rhizobiales_unclassified,3
Otu14859,Phyllobacteriaceae_unclassified,2
Otu14861,Rhizobiales_unclassified,2
Otu14862,Rhizobiales_unclassified,2
Otu14864,Rhizobiaceae_unclassified,1
Otu14866,Rhizobiales_unclassified,2
Otu14867,Rhizobiaceae_unclassified,1
Otu14868,Methylobacterium,1
Otu14869,Rhizobiaceae_unclassified,3
Otu14872,Rhizobiales_unclassified,2
Otu14873,Devosia,1
Otu14877,Rhizobiales_unclassified,2
Otu14878,Rhizobium,2
Otu14882,Actinobacteria Rank2,2
Otu14884,Rhizobiales_unclassified,1
Otu14887,Rhizobiales_unclassified,3
Otu14888,Methylobacterium,2
Otu14889,Rhizobiales_unclassified,2
Otu14890,Rhizobiaceae_unclassified,1
Otu14891,Rhizobiaceae_unclassified,3
Otu14892,Rhizobiales_unclassified,3
Otu14897,Actinobacteria Rank2,1
Otu14898,Actinobacteria Rank2,3
Otu14900,Chloroflexia_unclassified,3
Otu14906,Oscillochloris,3
Otu14914,Nitriliruptor,1
Otu14916,Nitriliruptor,1
Otu14917,Nitriliruptor,1
Otu14918,candidate_division_WPS-1_unclassified,2
Otu14923,Chloroflexi_unclassified,1
Otu14924,Rhizobiales_unclassified,3
Otu14925,Rhizobiales_unclassified,3
Otu14928,Hoeflea,3
Otu14929,Neorhizobium,3
Otu14930,Rhizobiales_unclassified,2
Otu14933,Chelativorans,3
Otu14934,Bradyrhizobiaceae_unclassified,1
Otu14935,Pleomorphomonas,3
Otu14940,Methylobacterium,3
Otu14942,Phycisphaerae_unclassified,2
Otu14943,Chthonomonas/Armatimonadetes_gp3,2
Otu14944,Chthonomonas/Armatimonadetes_gp3,3
Otu14947,Chloroflexia_unclassified,2
Otu14949,Rhizobiales_unclassified,3
Otu14950,Rhizobiaceae_unclassified,3
Otu14951,Pleomorphomonas,1
Otu14953,Rhizobiaceae_unclassified,3
Otu14955,Neorhizobium,1
Otu14959,Pleomorphomonas,1
Otu14960,Rhizobiaceae_unclassified,1
Otu14961,Rhizobiaceae_unclassified,2
Otu14962,Rhizobiales_unclassified,2
Otu14963,Rhizobiaceae_unclassified,2
Otu14964,Rhizobiaceae_unclassified,2
Otu14965,Rhizobiaceae_unclassified,3
Otu14966,Rhizobiaceae_unclassified,2
Otu14967,Rhizobiales_unclassified,2
Otu14970,Rhizobiales_unclassified,2
Otu14972,Rhizobiales_unclassified,3
Otu14973,Rhizobiales_unclassified,3
Otu14975,Rhizobiales_unclassified,1
Otu14977,Pleomorphomonas,2
Otu14978,Phyllobacteriaceae_unclassified,1
Otu14979,Ensifer,2
Otu14981,Rhizobiales_unclassified,2
Otu14982,Rhizobiaceae_unclassified,2
Otu14984,Rhizobiales_unclassified,1
Otu14985,Rhizobiaceae_unclassified,3
Otu14986,Rhizobiaceae_unclassified,2
Otu14987,Rhizobiales_unclassified,1
Otu14989,Rhizobiales_unclassified,3
Otu14990,Devosia,1
Otu14991,Rhizobiales_unclassified,1
Otu14992,Rhizobiaceae_unclassified,3
Otu14994,Rhizobiaceae_unclassified,3
Otu14996,Pleomorphomonas,2
Otu14998,Rhizobiales_unclassified,3
Otu14999,Actinobacteria Rank2,3
Otu15002,Rhizobiaceae_unclassified,1
Otu15003,Rhizobiales_unclassified,3
Otu15004,Pleomorphomonas,2
Otu15006,Devosia,2
Otu15010,Actinobacteria Rank2,3
Otu15012,Rhizobiales_unclassified,2
Otu15014,Rhizobiales_unclassified,1
Otu15021,Rhizobiales_unclassified,1
Otu15024,Ancalomicrobium,2
Otu15025,Ancalomicrobium,2
Otu15026,Rhizobiales_unclassified,3
Otu15027,Xanthobacter,3
Otu15030,Rhizobiales_unclassified,3
Otu15031,Xanthobacteraceae_unclassified,2
Otu15032,Rhizobiales_unclassified,1
Otu15033,Rhizobiales_unclassified,3
Otu15035,Rhizobiales_unclassified,1
Otu15036,Enterobacteriaceae_unclassified,3
Otu15037,Rhizobiales_unclassified,1
Otu15038,Neorhizobium,1
Otu15039,Rhizobiales_unclassified,3
Otu15040,Rhizobiaceae_unclassified,3
Otu15041,Devosia,1
Otu15043,Rhizobiaceae_unclassified,3
Otu15044,Rhizobiales_unclassified,3
Otu15045,Neorhizobium,3
Otu15046,Rhizobiales_unclassified,1
Otu15047,Rhizobiaceae_unclassified,3
Otu15052,Planctomycetaceae_unclassified,3
Otu15053,Marinimicrobium,3
Otu15057,Alphaproteobacteria_unclassified,3
Otu15059,Alphaproteobacteria_unclassified,3
Otu15062,Alphaproteobacteria_unclassified,3
Otu15063,Alphaproteobacteria_unclassified,3
Otu15070,Planctomycetaceae_unclassified,3
Otu15092,Alphaproteobacteria_unclassified,2
Otu15093,Bacillales_unclassified,1
Otu15101,Gammaproteobacteria_unclassified,3
Otu15103,Cohnella,1
Otu15107,Alphaproteobacteria_unclassified,3
Otu15135,Bacillales_unclassified,3
Otu15136,Gammaproteobacteria_unclassified,3
Otu15137,Alicyclobacillus,2
Otu15143,Bacillales_unclassified,1
Otu15150,Bacillus,3
Otu15156,Gammaproteobacteria_unclassified,3
Otu15157,Alphaproteobacteria_unclassified,2
Otu15160,Alphaproteobacteria_unclassified,1
Otu15164,Bacillales_unclassified,1
Otu15171,Bacillus,2
Otu15172,Alphaproteobacteria_unclassified,3
Otu15182,Alphaproteobacteria_unclassified,3
Otu15184,Alphaproteobacteria_unclassified,3
Otu15190,Alphaproteobacteria_unclassified,3
Otu15193,Alphaproteobacteria_unclassified,3
Otu15198,Zavarzinella,3
Otu15199,Alphaproteobacteria_unclassified,3
Otu15202,Planctomycetaceae_unclassified,3
Otu15204,Gammaproteobacteria_unclassified,1
Otu15206,Alphaproteobacteria_unclassified,1
Otu15208,Alphaproteobacteria_unclassified,1
Otu15209,Alphaproteobacteria_unclassified,3
Otu15210,Alphaproteobacteria_unclassified,2
Otu15211,Alphaproteobacteria_unclassified,3
Otu15213,Alphaproteobacteria_unclassified,1
Otu15214,Alphaproteobacteria_unclassified,3
Otu15216,Alphaproteobacteria_unclassified,3
Otu15218,Alphaproteobacteria_unclassified,1
Otu15219,Alphaproteobacteria_unclassified,3
Otu15222,Alphaproteobacteria_unclassified,3
Otu15224,Alphaproteobacteria_unclassified,3
Otu15233,Gammaproteobacteria_unclassified,3
Otu15248,Gimesia,2
Otu15254,Gammaproteobacteria_unclassified,3
Otu15257,Planctomycetaceae_unclassified,3
Otu15258,Planctomycetaceae_unclassified,3
Otu15261,Gemmata,3
Otu15262,Planctomycetaceae_unclassified,3
Otu15268,Planctomycetaceae_unclassified,3
Otu15273,Planctomycetaceae_unclassified,3
Otu15275,Planctomycetaceae_unclassified,1
Otu15279,Paenibacillus,3
Otu15280,Pirellula,3
Otu15281,Gammaproteobacteria_unclassified,3
Otu15284,Bacillales_unclassified,3
Otu15286,Planctomycetaceae_unclassified,3
Otu15287,Bacillales_unclassified,3
Otu15291,Bacillales_unclassified,1
Otu15293,Planctomycetaceae_unclassified,3
Otu15301,Halolactibacillus,3
Otu15302,Bacillales_unclassified,1
Otu15303,Planctomycetaceae_unclassified,3
Otu15308,Planctomycetaceae_unclassified,3
Otu15313,Planctomycetaceae_unclassified,3
Otu15314,Planctomycetaceae_unclassified,3
Otu15315,Planctomycetaceae_unclassified,3
Otu15316,Planctomycetaceae_unclassified,3
Otu15327,Bacillales_unclassified,3
Otu15354,Bacillus,1
Otu15355,Bacillales_unclassified,1
Otu15359,Bacillales_unclassified,1
Otu15398,Gammaproteobacteria_unclassified,3
Otu15399,Bacillales_unclassified,1
Otu15409,Bacillales_unclassified,1
Otu15416,Planctomycetaceae_unclassified,3
Otu15432,Bacillaceae_1_unclassified,3
Otu15446,Bacillales_unclassified,1
Otu15455,Planctomicrobium,3
Otu15466,Bacillus,1
Otu15467,Gammaproteobacteria_unclassified,3
Otu15483,Bacillales_unclassified,1
Otu15497,Gammaproteobacteria_unclassified,3
Otu15523,Bacillus,1
Otu15545,Planctomycetaceae_unclassified,3
Otu15607,Gammaproteobacteria_unclassified,3
Otu15608,Bacillus,1
Otu15654,Bacillaceae_1_unclassified,1
Otu15657,Opitutus,3
Otu15689,Gammaproteobacteria_unclassified,3
Otu15690,Gammaproteobacteria_unclassified,3
Otu15704,Bacillales_unclassified,3
Otu15707,Planococcus,1
Otu15716,Planococcaceae_unclassified,1
Otu15729,Paenibacillus,1
Otu15736,Opitutus,3
Otu15741,Opitutus,3
Otu15756,Gammaproteobacteria_unclassified,3
Otu15762,Opitutus,2
Otu15763,Opitutus,2
Otu15764,Alterococcus,1
Otu15768,Gammaproteobacteria_unclassified,3
Otu15769,Armatimonas/Armatimonadetes_gp1,3
Otu15770,Idiomarina,3
Otu15771,Idiomarina,3
Otu15774,Gammaproteobacteria_unclassified,3
Otu15775,Idiomarina,3
Otu15777,Gammaproteobacteria_unclassified,3
Otu15778,Idiomarina,3
Otu15779,Marinobacter,3
Otu15780,Gammaproteobacteria_unclassified,3
Otu15781,Gammaproteobacteria_unclassified,3
Otu15782,Gammaproteobacteria_unclassified,3
Otu15784,Gammaproteobacteria_unclassified,1
Otu15785,Gammaproteobacteria_unclassified,3
Otu15786,Idiomarina,3
Otu15787,Gammaproteobacteria_unclassified,3
Otu15788,Alteromonadaceae_unclassified,2
Otu15791,Marinobacter,3
Otu15792,Marinobacter,3
Otu15794,Marinimicrobium,3
Otu15795,Marinobacter,3
Otu15798,Marinobacter,3
Otu15799,Alteromonadales_unclassified,3
Otu15800,Idiomarina,3
Otu15801,Parvularcula,3
Otu15802,Idiomarina,3
Otu15804,Marinobacter,3
Otu15805,Marinimicrobium,3
Otu15806,Marinobacter,3
Otu15808,Vibrionaceae_unclassified,3
Otu15810,Marinimicrobium,3
Otu15814,Cohnella,3
Otu15816,Gammaproteobacteria_unclassified,3
Otu15817,Gammaproteobacteria_unclassified,3
Otu15818,Gammaproteobacteria_unclassified,3
Otu15819,Gammaproteobacteria_unclassified,2
Otu15821,Gammaproteobacteria_unclassified,3
Otu15822,Marinobacter,3
Otu15824,Vibrionaceae_unclassified,3
Otu15826,Vibrionaceae_unclassified,3
Otu15828,Gammaproteobacteria_unclassified,3
Otu15833,Vibrio,3
Otu15836,Gammaproteobacteria_unclassified,3
Otu15840,Vibrionaceae_unclassified,3
Otu15841,Idiomarina,3
Otu15843,Marinobacter,3
Otu15846,Marinimicrobium,3
Otu15847,Gammaproteobacteria_unclassified,3
Otu15848,Gammaproteobacteria_unclassified,3
Otu15849,Gammaproteobacteria_unclassified,3
Otu15853,Gammaproteobacteria_unclassified,3
Otu15856,Gammaproteobacteria_unclassified,3
Otu15858,Gammaproteobacteria_unclassified,2
Otu15859,Gammaproteobacteria_unclassified,3
Otu15860,Marinobacter,3
Otu15861,Marinimicrobium,3
Otu15862,Marinobacter,3
Otu15865,Gammaproteobacteria_unclassified,3
Otu15866,Alteromonadaceae_unclassified,3
Otu15867,Marinimicrobium,3
Otu15869,Marinimicrobium,3
Otu15871,Marinobacter,3
Otu15872,Alphaproteobacteria_unclassified,3
Otu15873,Marinobacter,3
Otu15874,Idiomarina,3
Otu15876,Marinimicrobium,3
Otu15877,Marinobacter,3
Otu15879,Idiomarina,3
Otu15881,Marinimicrobium,3
Otu15882,Marinimicrobium,3
Otu15883,Idiomarina,3
Otu15884,Marinobacter,3
Otu15887,Marinobacter,3
Otu15888,Planctomycetaceae_unclassified,2
Otu15889,Planctomycetaceae_unclassified,1
Otu15893,Planctomycetaceae_unclassified,2
Otu15894,Planctomycetaceae_unclassified,3
Otu15895,Planctomycetaceae_unclassified,2
Otu15897,Marinimicrobium,3
Otu15898,Planctomycetaceae_unclassified,2
Otu15900,Gemmata,1
Otu15902,Vibrionaceae_unclassified,3
Otu15904,Planctomycetaceae_unclassified,2
Otu15905,Marinobacter,3
Otu15906,Marinobacter,3
Otu15908,Marinimicrobium,3
Otu15913,Marinobacter,3
Otu15914,Marinimicrobium,3
Otu15915,Marinobacter,3
Otu15916,Gammaproteobacteria_unclassified,3
Otu15917,Aliidiomarina,3
Otu15918,Gammaproteobacteria_unclassified,1
Otu15920,Marinobacter,3
Otu15921,Idiomarina,3
Otu15922,Alteromonadaceae_unclassified,3
Otu15924,Marinimicrobium,3
Otu15925,Paenibacillus,3
Otu15926,Marinobacter,3
Otu15927,Gammaproteobacteria_unclassified,3
Otu15928,Marinimicrobium,3
Otu15929,Gammaproteobacteria_unclassified,3
Otu15930,Marinobacter,3
Otu15932,Alteromonadaceae_unclassified,3
Otu15933,Marinimicrobium,3
Otu15935,Alteromonadales_unclassified,3
Otu15937,Marinimicrobium,3
Otu15938,Alteromonadaceae_unclassified,3
Otu15940,Marinobacter,3
Otu15941,Lucibacterium,3
Otu15942,Idiomarina,3
Otu15945,Gammaproteobacteria_unclassified,3
Otu15946,Alphaproteobacteria_unclassified,3
Otu15947,Gaiella,1
Otu15948,Gaiella,1
Otu15949,Gaiella,3
Otu15950,Marinobacter,3
Otu15951,Marinimicrobium,3
Otu15952,Marinobacter,3
Otu15953,Marinimicrobium,3
Otu15954,Gammaproteobacteria_unclassified,3
Otu15955,Gammaproteobacteria_unclassified,3
Otu15956,Gammaproteobacteria_unclassified,3
Otu15958,Gammaproteobacteria_unclassified,3
Otu15959,Planctomycetaceae_unclassified,2
Otu15960,Gammaproteobacteria_unclassified,3
Otu15961,Alteromonadales_incertae_sedis_unclassified,3
Otu15962,Gammaproteobacteria_unclassified,3
Otu15963,Gammaproteobacteria_unclassified,3
Otu15965,Gammaproteobacteria_unclassified,3
Otu15966,Gammaproteobacteria_unclassified,3
Otu15968,Gammaproteobacteria_unclassified,3
Otu15969,Gammaproteobacteria_unclassified,3
Otu15971,Gammaproteobacteria_unclassified,3
Otu15972,Gammaproteobacteria_unclassified,3
Otu15973,Gammaproteobacteria_unclassified,3
Otu15976,Gammaproteobacteria_unclassified,1
Otu15977,Gammaproteobacteria_unclassified,3
Otu15978,Planctomycetaceae_unclassified,3
Otu15982,Gammaproteobacteria_unclassified,3
Otu15983,Gammaproteobacteria_unclassified,3
Otu15985,Gammaproteobacteria_unclassified,3
Otu15986,Paenibacillaceae_1_unclassified,2
Otu15987,Gammaproteobacteria_unclassified,3
Otu15989,Gammaproteobacteria_unclassified,3
Otu15990,Gammaproteobacteria_unclassified,3
Otu15991,Bacillales_unclassified,3
Otu15992,Gammaproteobacteria_unclassified,3
Otu15993,Gammaproteobacteria_unclassified,3
Otu15995,Gammaproteobacteria_unclassified,3
Otu15997,Planctomycetaceae_unclassified,2
Otu15999,Gammaproteobacteria_unclassified,3
Otu16000,Planctomycetaceae_unclassified,3
Otu16001,Gammaproteobacteria_unclassified,3
Otu16002,Gammaproteobacteria_unclassified,3
Otu16003,Gammaproteobacteria_unclassified,3
Otu16004,Gammaproteobacteria_unclassified,3
Otu16005,Singulisphaera,3
Otu16006,Gammaproteobacteria_unclassified,3
Otu16007,Gammaproteobacteria_unclassified,3
Otu16009,Gammaproteobacteria_unclassified,3
Otu16012,Gammaproteobacteria_unclassified,3
Otu16014,Gammaproteobacteria_unclassified,3
Otu16015,Planctomycetaceae_unclassified,3
Otu16017,Gammaproteobacteria_unclassified,3
Otu16018,Gammaproteobacteria_unclassified,2
Otu16019,Gammaproteobacteria_unclassified,3
Otu16020,Gammaproteobacteria_unclassified,3
Otu16021,Gammaproteobacteria_unclassified,3
Otu16022,Gammaproteobacteria_unclassified,3
Otu16024,Gammaproteobacteria_unclassified,3
Otu16027,Gammaproteobacteria_unclassified,3
Otu16029,Gammaproteobacteria_unclassified,3
Otu16030,Gammaproteobacteria_unclassified,3
Otu16031,Gammaproteobacteria_unclassified,3
Otu16032,Gammaproteobacteria_unclassified,3
Otu16033,Gammaproteobacteria_unclassified,3
Otu16034,Gammaproteobacteria_unclassified,3
Otu16036,Gammaproteobacteria_unclassified,3
Otu16037,Idiomarina,3
Otu16038,Gammaproteobacteria_unclassified,3
Otu16039,Gammaproteobacteria_unclassified,3
Otu16040,Gammaproteobacteria_unclassified,3
Otu16042,Planctomycetaceae_unclassified,2
Otu16043,Gammaproteobacteria_unclassified,3
Otu16044,Gammaproteobacteria_unclassified,3
Otu16046,Gammaproteobacteria_unclassified,3
Otu16047,Gammaproteobacteria_unclassified,3
Otu16052,Idiomarina,3
Otu16053,Planctomycetaceae_unclassified,3
Otu16055,Vibrionaceae_unclassified,3
Otu16056,Alphaproteobacteria_unclassified,3
Otu16062,Gammaproteobacteria_unclassified,2
Otu16063,Gammaproteobacteria_unclassified,3
Otu16065,Allomonas,3
Otu16066,Vibrionaceae_unclassified,3
Otu16068,Gammaproteobacteria_unclassified,3
Otu16069,Vibrionaceae_unclassified,3
Otu16071,Vibrionaceae_unclassified,3
Otu16075,Vibrionaceae_unclassified,3
Otu16076,Gammaproteobacteria_unclassified,3
Otu16077,Gammaproteobacteria_unclassified,1
Otu16079,Gammaproteobacteria_unclassified,3
Otu16080,Gammaproteobacteria_unclassified,3
Otu16081,Gammaproteobacteria_unclassified,3
Otu16082,Gammaproteobacteria_unclassified,3
Otu16083,Gammaproteobacteria_unclassified,3
Otu16084,Gammaproteobacteria_unclassified,3
Otu16085,Vibrionaceae_unclassified,3
Otu16086,Vibrionaceae_unclassified,3
Otu16087,Truepera,3
Otu16098,Vibrionaceae_unclassified,3
Otu16100,Vibrionaceae_unclassified,3
Otu16101,Vibrionaceae_unclassified,3
Otu16104,Gammaproteobacteria_unclassified,1
Otu16108,Vibrionaceae_unclassified,3
Otu16109,Alteromonadales_unclassified,3
Otu16110,Vibrionaceae_unclassified,3
Otu16113,Gammaproteobacteria_unclassified,3
Otu16114,Vibrionaceae_unclassified,3
Otu16116,Gammaproteobacteria_unclassified,3
Otu16118,Gammaproteobacteria_unclassified,3
Otu16120,Idiomarina,3
Otu16121,Vibrio,3
Otu16127,Vibrionaceae_unclassified,3
Otu16128,Lucibacterium,3
Otu16130,Vibrionaceae_unclassified,3
Otu16132,Vibrionaceae_unclassified,3
Otu16133,Gammaproteobacteria_unclassified,3
Otu16135,Vibrionaceae_unclassified,3
Otu16136,Gammaproteobacteria_unclassified,3
Otu16137,Vibrionaceae_unclassified,3
Otu16139,Bacillales_unclassified,2
Otu16142,Caldilineaceae_unclassified,2
Otu16145,Bacilli_unclassified,2
Otu16146,Alphaproteobacteria_unclassified,2
Otu16147,Bacilli_unclassified,2
Otu16152,Bacteria_unclassified,2
Otu16153,Bacteria_unclassified,2
Otu16155,Bdellovibrio,2
Otu16157,Gammaproteobacteria_unclassified,2
Otu16158,Vampirovibrio,2
Otu16159,Bdellovibrio,2
Otu16162,Vampirovibrio,2
Otu16163,Bdellovibrio,2
Otu16164,Pleomorphomonas,2
Otu16169,Rhizobiales_unclassified,1
Otu16170,Bdellovibrio,2
Otu16176,Gammaproteobacteria_unclassified,2
Otu16177,Bacteria_unclassified,2
Otu16179,Gammaproteobacteria_unclassified,2
Otu16185,Peredibacter,2
Otu16188,Rhizobiales_unclassified,1
Otu16190,Bacteriovoracaceae_unclassified,2
Otu16191,Peredibacter,2
Otu16192,Rhizobiales_unclassified,1
Otu16195,Hyphomicrobiaceae_unclassified,2
Otu16203,Bdellovibrio,1
Otu16204,Rhizobiales_unclassified,1
Otu16205,Bacteriovoracaceae_unclassified,2
Otu16209,Rhizobiaceae_unclassified,1
Otu16213,Bdellovibrio,1
Otu16214,Rhizobiales_unclassified,1
Otu16215,Peredibacter,2
Otu16218,Gammaproteobacteria_unclassified,2
Otu16219,Gp15_unclassified,2
Otu16222,Gammaproteobacteria_unclassified,2
Otu16225,Bacteria_unclassified,2
Otu16226,Gammaproteobacteria_unclassified,2
Otu16229,Alphaproteobacteria_unclassified,2
Otu16230,Gammaproteobacteria_unclassified,2
Otu16231,Bacteria_unclassified,2
Otu16232,Alphaproteobacteria_unclassified,2
Otu16235,Gammaproteobacteria_unclassified,2
Otu16236,Bacillales_unclassified,2
Otu16237,Gammaproteobacteria_unclassified,2
Otu16246,Gp5_unclassified,2
Otu16247,Gammaproteobacteria_unclassified,2
Otu16257,Gaiella,1
Otu16259,Litorilinea,2
